87,88
37,43
34,18
98,31
16,89
57,2
57,33
81,5
85,51
93,41
28,39
43,92
79,25
83,87
1,74
8,48
77,11
3,34
33,92
35,10
90,33
22,18
10,18
24,6
52,79
65,96
13,23
34,15
42,67
90,42
23,39
44,9
82,46
27,0
9,86
74,36
92,58
38,8
90,96
12,59
1,73
1,71
54,43
39,4
57,24
53,53
26,65
27,89
46,55
90,100
82,78
54,3
84,58
79,35
81,32
47,49
87,65
88,51
71,74
42,58
27,81
16,52
73,73
11,10
65,62
100,66
91,92
19,83
81,4
98,58
1,72
71,11
97,44
18,52
0,34
62,87
37,89
15,97
55,44
100,81
4,0
67,80
90,43
57,54
7,85
67,52
93,98
78,62
6,73
4,22
48,30
68,19
8,4
5,43
68,21
94,93
54,64
40,97
74,88
2,3
